plan_id,tier_code,tier_slug,section_raw,benefit_raw,notes_raw,coverage_value_raw,is_blank_value,section_norm,benefit_norm,search_text_norm,source_pdf,source_page,source_table,source_slug,repair_flags
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Planned overseas treatment,,-,False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Proton Beam Therapy Treatment (Categories 1-4),,"Categories 1, 2, and 3 are covered under Radiotherapy for Cancer limits. Category 4 is covered under Radiosurgery limit.",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 categories 1 2 and 3 are covered under radiotherapy for cancer limits category 4 is covered under radiosurgery limit,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Proton Beam Therapy Treatment (Categories 1-4),,"70,000/yr [Note (15a and 15b)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 70 000 yr note 15a and 15b,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Proton Beam Therapy Treatment (Categories 1-4),,-,False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Proton Beam Therapy Treatment (Categories 1-4),,"100,000/yr [Note (15a)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 100 000 yr note 15a,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Proton Beam Therapy Treatment (Categories 1-4),,"20,000/yr [Note (15a and 15b)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 20 000 yr note 15a and 15b,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Proton Beam Therapy Treatment (Categories 1-4),,"40,000/yr [Note (15a and 15b)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 40 000 yr note 15a and 15b,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Proton Beam Therapy Treatment (Categories 1-4),,-,False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Proton Beam Therapy Treatment (Categories 1-4),,"70,000/yr [Note (15a)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 70 000 yr note 15a,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Proton Beam Therapy Treatment (Categories 1-4),,"75,000/yr [Note (15a and 15b)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 75 000 yr note 15a and 15b,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,"Cell, Tissue and Gene Therapy",,-,False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,"Cell, Tissue and Gene Therapy",,"150,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 150 000 yr,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,"Cell, Tissue and Gene Therapy",,-,False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,"Cell, Tissue and Gene Therapy",,"250,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 250 000 yr,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,"Cell, Tissue and Gene Therapy",,"50,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 50 000 yr,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,"Cell, Tissue and Gene Therapy",,"100,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 100 000 yr,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,"Cell, Tissue and Gene Therapy",,-,False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,"Cell, Tissue and Gene Therapy",,"150,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 150 000 yr,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,"Cell, Tissue and Gene Therapy",,"50,000/yr",False,additional benefits limits cont d,cell tissue and gene therapy,additional benefits limits cont d cell tissue and gene therapy 50 000 yr,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Final Expense Benefit (Note (10)),,"3,000",False,additional benefits limits cont d,final expense benefit note 10,additional benefits limits cont d final expense benefit note 10 3 000,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__income__enhanced_incomeshield_basic,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Final Expense Benefit (Note (10)),,"3,000",False,additional benefits limits cont d,final expense benefit note 10,additional benefits limits cont d final expense benefit note 10 3 000,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__aia__healthshield_gold_max_c,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Final Expense Benefit (Note (10)),,"2,500",False,additional benefits limits cont d,final expense benefit note 10,additional benefits limits cont d final expense benefit note 10 2 500,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__aia__healthshield_gold_max_b_lite,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Final Expense Benefit (Note (10)),,"2,500",False,additional benefits limits cont d,final expense benefit note 10,additional benefits limits cont d final expense benefit note 10 2 500,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Final Expense Benefit (Note (10)),,"3,600",False,additional benefits limits cont d,final expense benefit note 10,additional benefits limits cont d final expense benefit note 10 3 600,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__great_eastern__great_supremehealth_b_plus,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Final Expense Benefit (Note (10)),,"3,600",False,additional benefits limits cont d,final expense benefit note 10,additional benefits limits cont d final expense benefit note 10 3 600,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__prudential__prushield_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Final Expense Benefit (Note (10)),,"3,000",False,additional benefits limits cont d,final expense benefit note 10,additional benefits limits cont d final expense benefit note 10 3 000,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__singlife__singlife_shield_plan_3,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Final Expense Benefit (Note (10)),,"10,000",False,additional benefits limits cont d,final expense benefit note 10,additional benefits limits cont d final expense benefit note 10 10 000,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__raffles_health_insurance__raffles_shield_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Final Expense Benefit (Note (10)),,"3,000",False,additional benefits limits cont d,final expense benefit note 10,additional benefits limits cont d final expense benefit note 10 3 000,03_class_b1_plans.pdf,4,1,class_b1_plans,
class_b1__income__incomeshield_plan_b,class_b1,class_b1_plans,Additional Benefits Limits (Cont'd):,Waiver of Premium upon Total Permanent Disability,,-,False,additional benefits limits cont d,waiver of premium upon total permanent disability,additional benefits limits cont d waiver of premium upon total permanent disability,03_class_b1_plans.pdf,4,1,class_b1_plans,
