plan_id,tier_code,tier_slug,section_raw,benefit_raw,notes_raw,coverage_value_raw,is_blank_value,section_norm,benefit_norm,search_text_norm,source_pdf,source_page,source_table,source_slug,repair_flags
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits:,Pregnancy and Delivery-Related Complications Benefit* (after 10 months (or 300 days) waiting period) * For selected conditions only - please check with your insurer for further details.,,As Charged,False,additional benefits limits,pregnancy and delivery related complications benefit after 10 months or 300 days waiting period for selected conditions only please check with your insurer for further details,additional benefits limits pregnancy and delivery related complications benefit after 10 months or 300 days waiting period for selected conditions only please check with your insurer for further details as charged,05_private_hospital_plans.pdf,3,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured,,"10,000/yr [ w i t h 2 4 m t h s w a i t i n g period]",False,additional benefits limits cont d,congenital abnormalities benefit of insured,additional benefits limits cont d congenital abnormalities benefit of insured 10 000 yr w i t h 2 4 m t h s w a i t i n g period,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured,,As Charged [ w i t h 1 2 mths waiting period],False,additional benefits limits cont d,congenital abnormalities benefit of insured,additional benefits limits cont d congenital abnormalities benefit of insured as charged w i t h 1 2 mths waiting period,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured,,As Charged,False,additional benefits limits cont d,congenital abnormalities benefit of insured,additional benefits limits cont d congenital abnormalities benefit of insured as charged,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured,,Covered under existing inpatient / day surgery limits,False,additional benefits limits cont d,congenital abnormalities benefit of insured,additional benefits limits cont d congenital abnormalities benefit of insured covered under existing inpatient day surgery limits,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured,,As Charged,False,additional benefits limits cont d,congenital abnormalities benefit of insured,additional benefits limits cont d congenital abnormalities benefit of insured as charged,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured,,As Charged,False,additional benefits limits cont d,congenital abnormalities benefit of insured,additional benefits limits cont d congenital abnormalities benefit of insured as charged,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured,,As Charged (with 12 mths waiting period),False,additional benefits limits cont d,congenital abnormalities benefit of insured,additional benefits limits cont d congenital abnormalities benefit of insured as charged with 12 mths waiting period,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured,,-,False,additional benefits limits cont d,congenital abnormalities benefit of insured,additional benefits limits cont d congenital abnormalities benefit of insured,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__hsbc_life__hsbc_life_shield_plan_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured,,As Charged (after a waiting period of 365 days),False,additional benefits limits cont d,congenital abnormalities benefit of insured,additional benefits limits cont d congenital abnormalities benefit of insured as charged after a waiting period of 365 days,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured,,As Charged (with 24 mths waiting period),False,additional benefits limits cont d,congenital abnormalities benefit of insured,additional benefits limits cont d congenital abnormalities benefit of insured as charged with 24 mths waiting period,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured's Biological Child,,-,False,additional benefits limits cont d,congenital abnormalities benefit of insured s biological child,additional benefits limits cont d congenital abnormalities benefit of insured s biological child,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured's Biological Child,,-,False,additional benefits limits cont d,congenital abnormalities benefit of insured s biological child,additional benefits limits cont d congenital abnormalities benefit of insured s biological child,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured's Biological Child,,"[Only for female insured] 20,000/ lifetime Limited to 5,000/child (with 10 mths waiting period)",False,additional benefits limits cont d,congenital abnormalities benefit of insured s biological child,additional benefits limits cont d congenital abnormalities benefit of insured s biological child only for female insured 20 000 lifetime limited to 5 000 child with 10 mths waiting period,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured's Biological Child,,-,False,additional benefits limits cont d,congenital abnormalities benefit of insured s biological child,additional benefits limits cont d congenital abnormalities benefit of insured s biological child,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured's Biological Child,,"20,000 / lifetime Limited to 5,000 / child (with 300 days waiting period)",False,additional benefits limits cont d,congenital abnormalities benefit of insured s biological child,additional benefits limits cont d congenital abnormalities benefit of insured s biological child 20 000 lifetime limited to 5 000 child with 300 days waiting period,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured's Biological Child,,"[Only for female insured] 20,000/ lifetime Limited to 5,000/ child (with 10 mths waiting period)",False,additional benefits limits cont d,congenital abnormalities benefit of insured s biological child,additional benefits limits cont d congenital abnormalities benefit of insured s biological child only for female insured 20 000 lifetime limited to 5 000 child with 10 mths waiting period,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured's Biological Child,,-,False,additional benefits limits cont d,congenital abnormalities benefit of insured s biological child,additional benefits limits cont d congenital abnormalities benefit of insured s biological child,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured's Biological Child,,-,False,additional benefits limits cont d,congenital abnormalities benefit of insured s biological child,additional benefits limits cont d congenital abnormalities benefit of insured s biological child,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__hsbc_life__hsbc_life_shield_plan_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured's Biological Child,,-,False,additional benefits limits cont d,congenital abnormalities benefit of insured s biological child,additional benefits limits cont d congenital abnormalities benefit of insured s biological child,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Congenital Abnormalities Benefit of Insured's Biological Child,,"[Only for female insured] 30,000/ lifetime Limited to 5,000/ child (with 10 mths waiting period)",False,additional benefits limits cont d,congenital abnormalities benefit of insured s biological child,additional benefits limits cont d congenital abnormalities benefit of insured s biological child only for female insured 30 000 lifetime limited to 5 000 child with 10 mths waiting period,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Prosthesis Benefit,,"10,000/yr",False,additional benefits limits cont d,prosthesis benefit,additional benefits limits cont d prosthesis benefit 10 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Prosthesis Benefit,,"10,000/yr",False,additional benefits limits cont d,prosthesis benefit,additional benefits limits cont d prosthesis benefit 10 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Prosthesis Benefit,,-,False,additional benefits limits cont d,prosthesis benefit,additional benefits limits cont d prosthesis benefit,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Prosthesis Benefit,,-,False,additional benefits limits cont d,prosthesis benefit,additional benefits limits cont d prosthesis benefit,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Prosthesis Benefit,,-,False,additional benefits limits cont d,prosthesis benefit,additional benefits limits cont d prosthesis benefit,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Prosthesis Benefit,,-,False,additional benefits limits cont d,prosthesis benefit,additional benefits limits cont d prosthesis benefit,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Prosthesis Benefit,,-,False,additional benefits limits cont d,prosthesis benefit,additional benefits limits cont d prosthesis benefit,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Prosthesis Benefit,,-,False,additional benefits limits cont d,prosthesis benefit,additional benefits limits cont d prosthesis benefit,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__hsbc_life__hsbc_life_shield_plan_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Prosthesis Benefit,,-,False,additional benefits limits cont d,prosthesis benefit,additional benefits limits cont d prosthesis benefit,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Prosthesis Benefit,,-,False,additional benefits limits cont d,prosthesis benefit,additional benefits limits cont d prosthesis benefit,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Critical Illnesses,,-,False,additional benefits limits cont d,critical illnesses,additional benefits limits cont d critical illnesses,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Critical Illnesses,,-,False,additional benefits limits cont d,critical illnesses,additional benefits limits cont d critical illnesses,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Critical Illnesses,,"Additional 100,000 policy yr limit (for 30 Critical Illnesses) (Note (5))",False,additional benefits limits cont d,critical illnesses,additional benefits limits cont d critical illnesses additional 100 000 policy yr limit for 30 critical illnesses note 5,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Critical Illnesses,,-,False,additional benefits limits cont d,critical illnesses,additional benefits limits cont d critical illnesses,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Critical Illnesses,,-,False,additional benefits limits cont d,critical illnesses,additional benefits limits cont d critical illnesses,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Critical Illnesses,,-,False,additional benefits limits cont d,critical illnesses,additional benefits limits cont d critical illnesses,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Critical Illnesses,,"Additional 150,000/yr (for 5 Critical Illnesses) (See Note (5))",False,additional benefits limits cont d,critical illnesses,additional benefits limits cont d critical illnesses additional 150 000 yr for 5 critical illnesses see note 5,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Critical Illnesses,,-,False,additional benefits limits cont d,critical illnesses,additional benefits limits cont d critical illnesses,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__hsbc_life__hsbc_life_shield_plan_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Critical Illnesses,,-,False,additional benefits limits cont d,critical illnesses,additional benefits limits cont d critical illnesses,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Critical Illnesses,,-,False,additional benefits limits cont d,critical illnesses,additional benefits limits cont d critical illnesses,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Emergency overseas treatment,,Covered under Inpatient and Day surgery limits,False,additional benefits limits cont d,emergency overseas treatment,additional benefits limits cont d emergency overseas treatment covered under inpatient and day surgery limits,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Emergency overseas treatment,,As Charged (But limited to costs of Singapore private hospitals),False,additional benefits limits cont d,emergency overseas treatment,additional benefits limits cont d emergency overseas treatment as charged but limited to costs of singapore private hospitals,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Emergency overseas treatment,,Reimburse the Eligible Expenses incurred for overseas medical or surgical treatment subject to the applicable claim limits of AIA HealthShield Gold Max A. Benefit payable shall be limited to the level of Reasonable and Customary charges in a Singapore Private Hospital,False,additional benefits limits cont d,emergency overseas treatment,additional benefits limits cont d emergency overseas treatment reimburse the eligible expenses incurred for overseas medical or surgical treatment subject to the applicable claim limits of aia healthshield gold max a benefit payable shall be limited to the level of reasonable and customary charges in a singapore private hospital,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Emergency overseas treatment,,"Reimburse the actual Expenses incurred overseas or the Reasonable and Customary Charges applicable in a Private Hospital, whichever is the lower, subject to the benefit limits of GREAT SupremeHealth A.",False,additional benefits limits cont d,emergency overseas treatment,additional benefits limits cont d emergency overseas treatment reimburse the actual expenses incurred overseas or the reasonable and customary charges applicable in a private hospital whichever is the lower subject to the benefit limits of great supremehealth a,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Emergency overseas treatment,,"Reimburse the actual Expenses incurred overseas or the Reasonable and Customary Charges applicable in a Private Hospital, whichever is the lower, subject to the benefit limits of GREAT SupremeHealth P PLUS.",False,additional benefits limits cont d,emergency overseas treatment,additional benefits limits cont d emergency overseas treatment reimburse the actual expenses incurred overseas or the reasonable and customary charges applicable in a private hospital whichever is the lower subject to the benefit limits of great supremehealth p plus,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Emergency overseas treatment,,As Charged (paying the lower of: - the overseas charges; or - in accordance with a Singapore Private Hospital’s charges),False,additional benefits limits cont d,emergency overseas treatment,additional benefits limits cont d emergency overseas treatment as charged paying the lower of the overseas charges or in accordance with a singapore private hospital s charges,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Emergency overseas treatment,,As Charged (pegged to costs of private hospitals in Singapore),False,additional benefits limits cont d,emergency overseas treatment,additional benefits limits cont d emergency overseas treatment as charged pegged to costs of private hospitals in singapore,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Emergency overseas treatment,,-,False,additional benefits limits cont d,emergency overseas treatment,additional benefits limits cont d emergency overseas treatment,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__hsbc_life__hsbc_life_shield_plan_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Emergency overseas treatment,,As Charged (pegged to Reasonable and Customary charges of Singapore Private Hospitals),False,additional benefits limits cont d,emergency overseas treatment,additional benefits limits cont d emergency overseas treatment as charged pegged to reasonable and customary charges of singapore private hospitals,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Emergency overseas treatment,,As Charged (limited to Panel charges and subject to Pro-ration factor),False,additional benefits limits cont d,emergency overseas treatment,additional benefits limits cont d emergency overseas treatment as charged limited to panel charges and subject to pro ration factor,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Planned overseas treatment,,-,False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment,05_private_hospital_plans.pdf,4,1,private_hospital_plans,forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield Private
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Planned overseas treatment,,-,False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment,05_private_hospital_plans.pdf,4,1,private_hospital_plans,forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield Private
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Planned overseas treatment,,As Charged (pegged to costs of private hospitals in Singapore) [Note (6)],False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment as charged pegged to costs of private hospitals in singapore note 6,05_private_hospital_plans.pdf,4,1,private_hospital_plans,forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield Private
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Planned overseas treatment,,-,False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment,05_private_hospital_plans.pdf,4,1,private_hospital_plans,forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield Private
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Planned overseas treatment,,-,False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment,05_private_hospital_plans.pdf,4,1,private_hospital_plans,forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield Private
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Planned overseas treatment,,As Charged (pegged to costs of private hospitals in Singapore) (Note (6)),False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment as charged pegged to costs of private hospitals in singapore note 6,05_private_hospital_plans.pdf,4,1,private_hospital_plans,forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield Private
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Planned overseas treatment,,-,False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment,05_private_hospital_plans.pdf,4,1,private_hospital_plans,forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield Private
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Planned overseas treatment,,-,False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment,05_private_hospital_plans.pdf,4,1,private_hospital_plans,forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield Private
private__hsbc_life__hsbc_life_shield_plan_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Planned overseas treatment,,-,False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment,05_private_hospital_plans.pdf,4,1,private_hospital_plans,forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield Private
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Planned overseas treatment,,As Charged (limited to Panel charges and subject to Pro-ration factor),False,additional benefits limits cont d,planned overseas treatment,additional benefits limits cont d planned overseas treatment as charged limited to panel charges and subject to pro ration factor,05_private_hospital_plans.pdf,4,1,private_hospital_plans,forward_fill_from_previous:[Raffles Health Insurance] Raffles Shield Private
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Final Expense Benefit (Note (9)),,"5,000",False,additional benefits limits cont d,final expense benefit note 9,additional benefits limits cont d final expense benefit note 9 5 000,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Final Expense Benefit (Note (9)),,"5,000",False,additional benefits limits cont d,final expense benefit note 9,additional benefits limits cont d final expense benefit note 9 5 000,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Final Expense Benefit (Note (9)),,"5,000",False,additional benefits limits cont d,final expense benefit note 9,additional benefits limits cont d final expense benefit note 9 5 000,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Final Expense Benefit (Note (9)),,"6,000",False,additional benefits limits cont d,final expense benefit note 9,additional benefits limits cont d final expense benefit note 9 6 000,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Final Expense Benefit (Note (9)),,"7,000",False,additional benefits limits cont d,final expense benefit note 9,additional benefits limits cont d final expense benefit note 9 7 000,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Final Expense Benefit (Note (9)),,"5,000",False,additional benefits limits cont d,final expense benefit note 9,additional benefits limits cont d final expense benefit note 9 5 000,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Final Expense Benefit (Note (9)),,"10,000",False,additional benefits limits cont d,final expense benefit note 9,additional benefits limits cont d final expense benefit note 9 10 000,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Final Expense Benefit (Note (9)),,-,False,additional benefits limits cont d,final expense benefit note 9,additional benefits limits cont d final expense benefit note 9,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__hsbc_life__hsbc_life_shield_plan_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Final Expense Benefit (Note (9)),,-,False,additional benefits limits cont d,final expense benefit note 9,additional benefits limits cont d final expense benefit note 9,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Final Expense Benefit (Note (9)),,"5,000",False,additional benefits limits cont d,final expense benefit note 9,additional benefits limits cont d final expense benefit note 9 5 000,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Free new-born benefit (Note (10)),,-,False,additional benefits limits cont d,free new born benefit note 10,additional benefits limits cont d free new born benefit note 10,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Free new-born benefit (Note (10)),,-,False,additional benefits limits cont d,free new born benefit note 10,additional benefits limits cont d free new born benefit note 10,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Free new-born benefit (Note (10)),,-,False,additional benefits limits cont d,free new born benefit note 10,additional benefits limits cont d free new born benefit note 10,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Free new-born benefit (Note (10)),,-,False,additional benefits limits cont d,free new born benefit note 10,additional benefits limits cont d free new born benefit note 10,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__great_eastern__great_supremehealth_p_plus,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Free new-born benefit (Note (10)),,-,False,additional benefits limits cont d,free new born benefit note 10,additional benefits limits cont d free new born benefit note 10,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__prudential__prushield_premier,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Free new-born benefit (Note (10)),,-,False,additional benefits limits cont d,free new born benefit note 10,additional benefits limits cont d free new born benefit note 10,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_plan_1,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Free new-born benefit (Note (10)),,"50,000/yr",False,additional benefits limits cont d,free new born benefit note 10,additional benefits limits cont d free new born benefit note 10 50 000 yr,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__singlife__singlife_shield_starter,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Free new-born benefit (Note (10)),,-,False,additional benefits limits cont d,free new born benefit note 10,additional benefits limits cont d free new born benefit note 10,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__hsbc_life__hsbc_life_shield_plan_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Free new-born benefit (Note (10)),,-,False,additional benefits limits cont d,free new born benefit note 10,additional benefits limits cont d free new born benefit note 10,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__raffles_health_insurance__raffles_shield_private,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Free new-born benefit (Note (10)),,-,False,additional benefits limits cont d,free new born benefit note 10,additional benefits limits cont d free new born benefit note 10,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__incomeshield_plan_p,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Proton Beam Therapy Treatment (Categories 1 4),,"Categories 1, 2, and 3 are covered under Radiotherapy for Cancer limits. Category 4 is covered under Radiosurgery limit.",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 categories 1 2 and 3 are covered under radiotherapy for cancer limits category 4 is covered under radiosurgery limit,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__income__enhanced_incomeshield_preferred,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Proton Beam Therapy Treatment (Categories 1 4),,"100,000/yr [Note (16a and 16b)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 100 000 yr note 16a and 16b,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
private__aia__healthshield_gold_max_a,private,private_hospital_plans,Additional Benefits Limits (Cont'd),Proton Beam Therapy Treatment (Categories 1 4),,"100,000/yr [Note (16a)]",False,additional benefits limits cont d,proton beam therapy treatment categories 1 4,additional benefits limits cont d proton beam therapy treatment categories 1 4 100 000 yr note 16a,05_private_hospital_plans.pdf,4,1,private_hospital_plans,
